   Elapsed time	 RESP, 	PLETH, 	    V, 	  AVR, 	   II, 
        258.000	  0.131	  0.468	  0.500	  0.420	  0.545
        258.008	  0.131	  0.463	  0.500	  0.394	  0.584
        258.016	  0.132	  0.460	  0.500	  0.371	  0.625
        258.024	  0.134	  0.457	  0.500	  0.335	  0.665
        258.032	  0.135	  0.455	  0.506	  0.310	  0.706
        258.040	  0.137	  0.453	  0.500	  0.294	  0.735
        258.048	  0.140	  0.450	  0.506	  0.284	  0.755
        258.056	  0.142	  0.447	  0.510	  0.278	  0.761
        258.064	  0.144	  0.443	  0.516	  0.284	  0.745
        258.072	  0.146	  0.439	  0.506	  0.304	  0.725
        258.080	  0.148	  0.434	  0.510	  0.329	  0.690
        258.088	  0.151	  0.430	  0.494	  0.365	  0.635
        258.096	  0.153	  0.426	  0.494	  0.400	  0.580
        258.104	  0.156	  0.423	  0.490	  0.435	  0.529
        258.112	  0.159	  0.420	  0.494	  0.471	  0.480
        258.120	  0.163	  0.417	  0.490	  0.500	  0.439
        258.128	  0.166	  0.414	  0.500	  0.520	  0.400
        258.136	  0.169	  0.412	  0.500	  0.539	  0.380
        258.144	  0.171	  0.409	  0.510	  0.545	  0.365
        258.152	  0.174	  0.406	  0.510	  0.551	  0.359
        258.160	  0.176	  0.404	  0.516	  0.545	  0.359
        258.168	  0.179	  0.403	  0.510	  0.539	  0.375
        258.176	  0.180	  0.402	  0.510	  0.539	  0.380
        258.184	  0.182	  0.402	  0.510	  0.535	  0.380
        258.192	  0.183	  0.401	  0.510	  0.539	  0.380
        258.200	  0.183	  0.401	  0.500	  0.535	  0.390
        258.208	  0.183	  0.400	  0.500	  0.529	  0.394
        258.216	  0.182	  0.400	  0.494	  0.525	  0.400
        258.224	  0.181	  0.400	  0.494	  0.525	  0.404
        258.232	  0.180	  0.399	  0.500	  0.525	  0.400
        258.240	  0.178	  0.398	  0.500	  0.535	  0.390
        258.248	  0.176	  0.397	  0.500	  0.529	  0.394
        258.256	  0.172	  0.397	  0.500	  0.535	  0.390
        258.264	  0.169	  0.399	  0.500	  0.545	  0.380
        258.272	  0.163	  0.400	  0.500	  0.539	  0.380
        258.280	  0.158	  0.401	  0.500	  0.545	  0.375
        258.288	  0.152	  0.401	  0.500	  0.551	  0.375
        258.296	  0.146	  0.402	  0.500	  0.551	  0.359
        258.304	  0.139	  0.401	  0.500	  0.561	  0.355
        258.312	  0.132	  0.400	  0.506	  0.565	  0.355
        258.320	  0.126	  0.400	  0.516	  0.545	  0.375
        258.328	  0.120	  0.401	  0.539	  0.539	  0.394
        258.336	  0.114	  0.401	  0.555	  0.525	  0.404
        258.344	  0.109	  0.402	  0.571	  0.525	  0.404
        258.352	  0.106	  0.406	  0.561	  0.520	  0.400
        258.360	  0.103	  0.414	  0.545	  0.535	  0.375
        258.368	  0.100	  0.426	  0.510	  0.555	  0.349
        258.376	  0.097	  0.444	  0.494	  0.555	  0.345
        258.384	  0.096	  0.463	  0.471	  0.555	  0.355
        258.392	  0.094	  0.484	  0.465	  0.551	  0.365
        258.400	  0.094	  0.505	  0.465	  0.555	  0.359
        258.408	  0.093	  0.526	  0.480	  0.561	  0.355
        258.416	  0.094	  0.543	  0.494	  0.571	  0.345
        258.424	  0.095	  0.557	  0.500	  0.571	  0.345
        258.432	  0.096	  0.570	  0.500	  0.575	  0.335
        258.440	  0.098	  0.580	  0.500	  0.571	  0.335
        258.448	  0.100	  0.586	  0.506	  0.565	  0.345
        258.456	  0.101	  0.589	  0.500	  0.565	  0.324
        258.464	  0.103	  0.590	  0.616	  0.575	  0.304
        258.472	  0.105	  0.590	  0.471	  0.324	  0.767
        258.480	  0.108	  0.587	 -0.073	 -0.192	  1.504
        258.488	  0.110	  0.585	 -0.502	 -0.373	  1.504
        258.496	  0.113	  0.583	 -0.263	  0.165	  1.243
        258.504	  0.116	  0.580	  0.249	  0.561	  0.445
        258.512	  0.120	  0.576	  0.425	  0.590	  0.349
        258.520	  0.123	  0.570	  0.455	  0.551	  0.375
        258.528	  0.128	  0.563	  0.484	  0.545	  0.371
        258.536	  0.132	  0.553	  0.500	  0.545	  0.349
        258.544	  0.136	  0.542	  0.520	  0.555	  0.335
        258.552	  0.141	  0.529	  0.520	  0.561	  0.335
        258.560	  0.145	  0.517	  0.520	  0.555	  0.329
        258.568	  0.150	  0.506	  0.506	  0.545	  0.345
        258.576	  0.155	  0.499	  0.500	  0.545	  0.355
        258.584	  0.161	  0.492	  0.500	  0.535	  0.371
        258.592	  0.169	  0.486	  0.506	  0.529	  0.380
        258.600	  0.177	  0.482	  0.510	  0.525	  0.394
        258.608	  0.186	  0.479	  0.500	  0.520	  0.390
        258.616	  0.195	  0.476	  0.506	  0.510	  0.404
        258.624	  0.203	  0.474	  0.500	  0.494	  0.425
        258.632	  0.213	  0.471	  0.500	  0.490	  0.435
        258.640	  0.221	  0.468	  0.490	  0.475	  0.461
        258.648	  0.230	  0.465	  0.494	  0.461	  0.480
        258.656	  0.238	  0.461	  0.480	  0.435	  0.516
        258.664	  0.245	  0.457	  0.480	  0.416	  0.551
        258.672	  0.254	  0.453	  0.475	  0.394	  0.584
        258.680	  0.264	  0.449	  0.475	  0.359	  0.641
        258.688	  0.274	  0.445	  0.471	  0.329	  0.686
        258.696	  0.284	  0.443	  0.475	  0.304	  0.722
        258.704	  0.294	  0.441	  0.471	  0.290	  0.741
        258.712	  0.304	  0.439	  0.475	  0.284	  0.741
        258.720	  0.313	  0.437	  0.465	  0.284	  0.751
        258.728	  0.323	  0.435	  0.471	  0.294	  0.731
        258.736	  0.332	  0.432	  0.465	  0.329	  0.690
        258.744	  0.342	  0.429	  0.471	  0.359	  0.635
        258.752	  0.352	  0.426	  0.465	  0.394	  0.580
        258.760	  0.363	  0.421	  0.475	  0.445	  0.516
        258.768	  0.373	  0.417	  0.475	  0.480	  0.461
        258.776	  0.385	  0.414	  0.484	  0.516	  0.416
        258.784	  0.397	  0.411	  0.494	  0.539	  0.375
        258.792	  0.409	  0.408	  0.500	  0.561	  0.345
        258.800	  0.419	  0.406	  0.510	  0.565	  0.335
        258.808	  0.429	  0.403	  0.520	  0.571	  0.320
        258.816	  0.439	  0.401	  0.516	  0.571	  0.314
        258.824	  0.448	  0.401	  0.510	  0.575	  0.310
        258.832	  0.457	  0.401	  0.516	  0.571	  0.324
        258.840	  0.467	  0.402	  0.516	  0.575	  0.320
        258.848	  0.477	  0.403	  0.500	  0.555	  0.345
        258.856	  0.487	  0.404	  0.500	  0.545	  0.355
        258.864	  0.495	  0.404	  0.506	  0.555	  0.349
        258.872	  0.502	  0.404	  0.500	  0.551	  0.349
        258.880	  0.509	  0.404	  0.510	  0.545	  0.355
        258.888	  0.516	  0.404	  0.500	  0.545	  0.355
        258.896	  0.522	  0.405	  0.506	  0.555	  0.355
        258.904	  0.529	  0.407	  0.500	  0.545	  0.355
        258.912	  0.534	  0.408	  0.506	  0.555	  0.345
        258.920	  0.540	  0.409	  0.500	  0.555	  0.349
        258.928	  0.544	  0.410	  0.500	  0.551	  0.345
        258.936	  0.549	  0.410	  0.500	  0.565	  0.335
        258.944	  0.553	  0.409	  0.500	  0.571	  0.324
        258.952	  0.557	  0.407	  0.500	  0.571	  0.320
        258.960	  0.561	  0.405	  0.500	  0.575	  0.324
        258.968	  0.564	  0.403	  0.500	  0.575	  0.314
        258.976	  0.568	  0.402	  0.510	  0.580	  0.324
        258.984	  0.571	  0.403	  0.525	  0.555	  0.345
        258.992	  0.576	  0.404	  0.555	  0.551	  0.355
        259.000	  0.580	  0.406	  0.565	  0.545	  0.349
        259.008	  0.586	  0.409	  0.561	  0.555	  0.345
        259.016	  0.591	  0.413	  0.535	  0.565	  0.329
        259.024	  0.597	  0.417	  0.494	  0.571	  0.304
        259.032	  0.603	  0.426	  0.484	  0.571	  0.310
        259.040	  0.609	  0.439	  0.465	  0.571	  0.314
        259.048	  0.616	  0.455	  0.449	  0.561	  0.335
        259.056	  0.625	  0.473	  0.449	  0.571	  0.335
        259.064	  0.633	  0.492	  0.465	  0.565	  0.329
        259.072	  0.645	  0.510	  0.475	  0.575	  0.320
        259.080	  0.656	  0.528	  0.480	  0.584	  0.310
        259.088	  0.669	  0.544	  0.475	  0.580	  0.314
        259.096	  0.681	  0.555	  0.484	  0.575	  0.324
        259.104	  0.694	  0.565	  0.475	  0.580	  0.335
        259.112	  0.707	  0.571	  0.529	  0.571	  0.304
        259.120	  0.718	  0.575	  0.575	  0.580	  0.294
        259.128	  0.731	  0.578	  0.420	  0.275	  0.851
        259.136	  0.742	  0.580	 -0.157	 -0.298	  1.504
        259.144	  0.753	  0.581	 -0.502	 -0.457	  1.504
        259.152	  0.763	  0.579	 -0.243	  0.169	  1.231
        259.160	  0.775	  0.577	  0.239	  0.561	  0.429
        259.168	  0.786	  0.574	  0.416	  0.596	  0.339
        259.176	  0.798	  0.568	  0.455	  0.551	  0.371
        259.184	  0.808	  0.560	  0.480	  0.539	  0.355
        259.192	  0.819	  0.550	  0.506	  0.551	  0.349
        259.200	  0.829	  0.539	  0.506	  0.539	  0.355
        259.208	  0.839	  0.526	  0.520	  0.551	  0.349
        259.216	  0.848	  0.514	  0.525	  0.545	  0.355
        259.224	  0.858	  0.503	  0.500	  0.535	  0.355
        259.232	  0.868	  0.494	  0.490	  0.545	  0.355
        259.240	  0.879	  0.485	  0.480	  0.529	  0.375
        259.248	  0.890	  0.479	  0.480	  0.529	  0.380
        259.256	  0.900	  0.475	  0.480	  0.520	  0.384
        259.264	  0.911	  0.473	  0.484	  0.506	  0.410
        259.272	  0.923	  0.472	  0.475	  0.500	  0.420
        259.280	  0.934	  0.470	  0.475	  0.490	  0.429
        259.288	  0.944	  0.467	  0.475	  0.475	  0.461
        259.296	  0.955	  0.464	  0.475	  0.461	  0.490
        259.304	  0.965	  0.460	  0.475	  0.439	  0.520
        259.312	  0.976	  0.457	  0.471	  0.404	  0.565
        259.320	  0.987	  0.455	  0.449	  0.384	  0.600
        259.328	  0.993	  0.453	  0.449	  0.345	  0.661
        259.336	  1.000	  0.451	  0.439	  0.314	  0.716
        259.344	  1.000	  0.448	  0.435	  0.284	  0.761
        259.352	  1.000	  0.446	  0.429	  0.265	  0.796
        259.360	  1.000	  0.444	  0.445	  0.259	  0.800
        259.368	  1.000	  0.441	  0.449	  0.255	  0.812
        259.376	  1.000	  0.438	  0.445	  0.255	  0.806
        259.384	  1.000	  0.434	  0.449	  0.275	  0.776
        259.392	  1.000	  0.430	  0.455	  0.310	  0.725
        259.400	  1.000	  0.425	  0.475	  0.359	  0.655
        259.408	  1.000	  0.420	  0.484	  0.404	  0.580
        259.416	  1.000	  0.417	  0.500	  0.455	  0.506
        259.424	  1.000	  0.415	  0.516	  0.506	  0.435
        259.432	  1.000	  0.414	  0.539	  0.539	  0.375
        259.440	  1.000	  0.413	  0.561	  0.565	  0.329
        259.448	  1.000	  0.413	  0.580	  0.584	  0.300
        259.456	  1.000	  0.413	  0.590	  0.600	  0.274
        259.464	  1.000	  0.413	  0.606	  0.610	  0.265
        259.472	  1.000	  0.413	  0.596	  0.610	  0.265
        259.480	  1.000	  0.413	  0.606	  0.616	  0.265
        259.488	  1.000	  0.413	  0.596	  0.600	  0.278
        259.496	  1.000	  0.413	  0.606	  0.596	  0.284
        259.504	  1.000	  0.413	  0.600	  0.590	  0.294
        259.512	  1.000	  0.413	  0.606	  0.584	  0.304
        259.520	  1.000	  0.413	  0.596	  0.575	  0.320
        259.528	  1.000	  0.413	  0.590	  0.565	  0.339
        259.536	  1.000	  0.413	  0.596	  0.555	  0.355
        259.544	  1.000	  0.413	  0.600	  0.551	  0.365
        259.552	  1.000	  0.413	  0.596	  0.545	  0.375
        259.560	  1.000	  0.414	  0.600	  0.545	  0.371
        259.568	  1.000	  0.414	  0.590	  0.545	  0.375
        259.576	  1.000	  0.413	  0.590	  0.545	  0.380
        259.584	  1.000	  0.413	  0.580	  0.539	  0.375
        259.592	  1.000	  0.410	  0.584	  0.539	  0.380
        259.600	  1.000	  0.408	  0.580	  0.545	  0.371
        259.608	  1.000	  0.405	  0.580	  0.551	  0.365
        259.616	  1.000	  0.403	  0.575	  0.551	  0.355
        259.624	  1.000	  0.402	  0.571	  0.555	  0.355
        259.632	  1.000	  0.403	  0.575	  0.545	  0.365
        259.640	  1.000	  0.404	  0.590	  0.529	  0.390
        259.648	  1.000	  0.406	  0.610	  0.525	  0.400
        259.656	  1.000	  0.409	  0.620	  0.520	  0.404
        259.664	  1.000	  0.411	  0.629	  0.525	  0.390
        259.672	  1.000	  0.413	  0.600	  0.520	  0.375
        259.680	  0.996	  0.417	  0.575	  0.545	  0.349
        259.688	  0.991	  0.424	  0.535	  0.545	  0.349
        259.696	  0.985	  0.436	  0.520	  0.545	  0.355
        259.704	  0.979	  0.451	  0.494	  0.545	  0.365
        259.712	  0.973	  0.465	  0.500	  0.545	  0.375
        259.720	  0.967	  0.480	  0.500	  0.551	  0.355
        259.728	  0.959	  0.497	  0.516	  0.551	  0.359
        259.736	  0.951	  0.514	  0.520	  0.561	  0.339
        259.744	  0.941	  0.532	  0.520	  0.571	  0.335
        259.752	  0.933	  0.546	  0.516	  0.565	  0.345
        259.760	  0.923	  0.559	  0.520	  0.555	  0.355
        259.768	  0.913	  0.570	  0.535	  0.561	  0.339
        259.776	  0.902	  0.576	  0.629	  0.584	  0.290
        259.784	  0.892	  0.579	  0.555	  0.429	  0.565
        259.792	  0.879	  0.578	  0.120	 -0.041	  1.453
        259.800	  0.866	  0.577	 -0.502	 -0.424	  1.504
        259.808	  0.850	  0.575	 -0.488	 -0.082	  1.504
        259.816	  0.835	  0.572	  0.084	  0.439	  0.686
        259.824	  0.819	  0.569	  0.380	  0.545	  0.416
        259.832	  0.804	  0.564	  0.445	  0.520	  0.420
        259.840	  0.788	  0.556	  0.484	  0.520	  0.404
        259.848	  0.772	  0.545	  0.510	  0.525	  0.384
        259.856	  0.755	  0.534	  0.520	  0.539	  0.359
        259.864	  0.737	  0.521	  0.529	  0.545	  0.355
        259.872	  0.718	  0.508	  0.525	  0.539	  0.359
        259.880	  0.700	  0.497	  0.520	  0.525	  0.380
        259.888	  0.682	  0.486	  0.510	  0.520	  0.384
        259.896	  0.664	  0.477	  0.520	  0.520	  0.390
        259.904	  0.647	  0.470	  0.516	  0.520	  0.400
        259.912	  0.630	  0.464	  0.525	  0.516	  0.400
        259.920	  0.615	  0.459	  0.520	  0.506	  0.404
        259.928	  0.600	  0.457	  0.510	  0.500	  0.429
        259.936	  0.588	  0.455	  0.500	  0.480	  0.449
        259.944	  0.576	  0.454	  0.500	  0.471	  0.471
        259.952	  0.565	  0.452	  0.494	  0.449	  0.494
        259.960	  0.554	  0.450	  0.500	  0.435	  0.516
        259.968	  0.544	  0.449	  0.490	  0.420	  0.551
        259.976	  0.535	  0.447	  0.484	  0.394	  0.590
        259.984	  0.528	  0.443	  0.490	  0.359	  0.635
        259.992	  0.520	  0.438	  0.484	  0.335	  0.686
        260.000	  0.514	  0.433	  0.494	  0.310	  0.725
        260.008	  0.508	  0.428	  0.490	  0.278	  0.755
        260.016	  0.504	  0.424	  0.500	  0.269	  0.776
        260.024	  0.500	  0.420	  0.494	  0.265	  0.786
        260.032	  0.496	  0.416	  0.500	  0.265	  0.780
        260.040	  0.492	  0.414	  0.500	  0.275	  0.767
        260.048	  0.489	  0.413	  0.506	  0.300	  0.735
        260.056	  0.485	  0.413	  0.500	  0.329	  0.686
        260.064	  0.482	  0.412	  0.494	  0.371	  0.629
        260.072	  0.478	  0.411	  0.484	  0.404	  0.571
        260.080	  0.475	  0.410	  0.484	  0.445	  0.520
        260.088	  0.472	  0.409	  0.484	  0.480	  0.471
        260.096	  0.469	  0.407	  0.494	  0.500	  0.435
        260.104	  0.465	  0.406	  0.494	  0.525	  0.400
        260.112	  0.462	  0.405	  0.500	  0.545	  0.375
        260.120	  0.458	  0.404	  0.510	  0.555	  0.355
        260.128	  0.455	  0.403	  0.520	  0.555	  0.355
        260.136	  0.451	  0.402	  0.516	  0.555	  0.355
        260.144	  0.447	  0.402	  0.520	  0.555	  0.355
        260.152	  0.443	  0.403	  0.516	  0.551	  0.349
        260.160	  0.439	  0.404	  0.520	  0.545	  0.359
        260.168	  0.436	  0.405	  0.516	  0.539	  0.375
        260.176	  0.430	  0.406	  0.520	  0.535	  0.371
        260.184	  0.425	  0.406	  0.520	  0.539	  0.375
        260.192	  0.419	  0.407	  0.520	  0.535	  0.380
        260.200	  0.413	  0.407	  0.516	  0.535	  0.380
        260.208	  0.405	  0.407	  0.516	  0.535	  0.380
        260.216	  0.396	  0.407	  0.520	  0.535	  0.380
        260.224	  0.386	  0.407	  0.516	  0.539	  0.380
        260.232	  0.376	  0.407	  0.520	  0.539	  0.380
        260.240	  0.368	  0.408	  0.516	  0.545	  0.371
        260.248	  0.358	  0.409	  0.510	  0.545	  0.371
        260.256	  0.349	  0.410	  0.510	  0.551	  0.355
        260.264	  0.339	  0.411	  0.506	  0.551	  0.355
        260.272	  0.329	  0.411	  0.506	  0.555	  0.349
        260.280	  0.320	  0.410	  0.516	  0.555	  0.349
        260.288	  0.310	  0.410	  0.516	  0.551	  0.355
        260.296	  0.300	  0.411	  0.539	  0.539	  0.375
        260.304	  0.290	  0.412	  0.555	  0.525	  0.394
        260.312	  0.282	  0.413	  0.580	  0.520	  0.400
        260.320	  0.274	  0.417	  0.584	  0.520	  0.390
        260.328	  0.266	  0.425	  0.565	  0.529	  0.380
        260.336	  0.259	  0.436	  0.539	  0.545	  0.349
        260.344	  0.253	  0.451	  0.516	  0.551	  0.339
        260.352	  0.247	  0.470	  0.490	  0.555	  0.349
        260.360	  0.242	  0.492	  0.461	  0.545	  0.359
        260.368	  0.239	  0.513	  0.449	  0.545	  0.375
        260.376	  0.236	  0.534	  0.455	  0.545	  0.365
        260.384	  0.234	  0.553	  0.471	  0.551	  0.355
        260.392	  0.232	  0.570	  0.480	  0.565	  0.345
        260.400	  0.231	  0.584	  0.480	  0.571	  0.345
        260.408	  0.231	  0.592	  0.484	  0.561	  0.349
        260.416	  0.231	  0.598	  0.490	  0.551	  0.359
        260.424	  0.231	  0.602	  0.480	  0.551	  0.371
        260.432	  0.231	  0.604	  0.590	  0.575	  0.300
        260.440	  0.232	  0.605	  0.606	  0.475	  0.490
        260.448	  0.233	  0.605	  0.259	  0.110	  1.163
        260.456	  0.234	  0.603	 -0.463	 -0.378	  1.504
        260.464	  0.235	  0.599	 -0.502	 -0.382	  1.504
        260.472	  0.236	  0.595	 -0.102	  0.371	  0.835
        260.480	  0.236	  0.589	  0.294	  0.539	  0.435
        260.488	  0.237	  0.584	  0.410	  0.520	  0.420
        260.496	  0.236	  0.577	  0.465	  0.525	  0.400
        260.504	  0.236	  0.569	  0.494	  0.535	  0.380
        260.512	  0.234	  0.562	  0.520	  0.535	  0.359
        260.520	  0.233	  0.554	  0.520	  0.545	  0.349
        260.528	  0.231	  0.543	  0.529	  0.555	  0.339
        260.536	  0.229	  0.532	  0.516	  0.539	  0.365
        260.544	  0.226	  0.521	  0.520	  0.535	  0.371
        260.552	  0.224	  0.510	  0.510	  0.529	  0.380
        260.560	  0.222	  0.501	  0.516	  0.520	  0.394
        260.568	  0.220	  0.495	  0.520	  0.520	  0.404
        260.576	  0.218	  0.491	  0.525	  0.510	  0.410
        260.584	  0.217	  0.489	  0.520	  0.500	  0.425
        260.592	  0.216	  0.488	  0.520	  0.500	  0.429
        260.600	  0.214	  0.486	  0.516	  0.475	  0.465
        260.608	  0.213	  0.484	  0.510	  0.471	  0.475
        260.616	  0.212	  0.481	  0.516	  0.455	  0.494
        260.624	  0.211	  0.477	  0.510	  0.439	  0.516
        260.632	  0.210	  0.473	  0.510	  0.410	  0.555
        260.640	  0.209	  0.469	  0.506	  0.390	  0.596
        260.648	  0.209	  0.465	  0.516	  0.359	  0.641
        260.656	  0.208	  0.460	  0.510	  0.335	  0.680
        260.664	  0.208	  0.457	  0.520	  0.310	  0.716
        260.672	  0.208	  0.455	  0.516	  0.290	  0.751
        260.680	  0.208	  0.454	  0.525	  0.278	  0.761
        260.688	  0.208	  0.454	  0.525	  0.278	  0.761
        260.696	  0.208	  0.452	  0.525	  0.284	  0.751
        260.704	  0.209	  0.450	  0.520	  0.300	  0.722
        260.712	  0.209	  0.448	  0.520	  0.329	  0.680
